"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"REACTOME_SIGNALING_BY_ERBB2","REACTOME_SIGNALING_BY_ERBB2","14/1437","50/11448",0.28,2.23064718162839,3.30399766764453,0.00264215233204767,0.0389788494577356,0.0331652171617529,"NRG1/UBC/ERBB4/GAB1/PRKCA/EGFR/SHC1/AKT3/EGF/DIAPH1/PIK3R1/SOS1/CDC37/HRAS",14
"REACTOME_CARDIAC_CONDUCTION","REACTOME_CARDIAC_CONDUCTION","28/1437","130/11448",0.215384615384615,1.71588244740646,3.11002614704325,0.00270385745805886,0.0391623220191659,0.0333213250876592,"KCND2/SCN7A/SLC8A1/CORIN/ITPR1/MME/HIPK2/TNNI3/ATP1B3/FGF12/CACNB2/KCNIP1/TRDN/ATP2B4/FXYD6/KCNE1/KCNJ14/CACNB1/KAT2B/CASQ2/TRPC1/ITPR3/ATP1B1/PLN/ATP2A3/NKX2-5/DMPK/FXYD2",28
"REACTOME_CS_GAG_BIOSYNTHESIS","REACTOME_CS_GAG_BIOSYNTHESIS","8/1437","21/11448",0.380952380952381,3.03489412466448,3.53606993977018,0.00271167681619589,0.0391623220191659,0.0333213250876592,"VCAN/CHST9/CHST11/CHST15/BGN/CHSY1/DCN/CSGALNACT1",8
"REACTOME_GPER1_SIGNALING","REACTOME_GPER1_SIGNALING","13/1437","45/11448",0.288888888888889,2.30146137787056,3.31408371025626,0.00274337213314726,0.039207360069563,0.0333596457857491,"FN1/ADCY2/PRKACB/GNG2/ITGA5/SHC1/ADCY3/ITGB1/GNB1/ADCY4/PRKAR1B/GNG7/GNAI2",13
"REACTOME_RHOU_GTPASE_CYCLE","REACTOME_RHOU_GTPASE_CYCLE","12/1437","40/11448",0.3,2.38997912317328,3.33633008434737,0.00279198720277793,0.0394907880640342,0.0336008009536703,"RHOU/PEAK1/SRGAP2/SPTAN1/WDR6/WWP2/PIK3R1/ARHGAP30/IQGAP1/ARHGEF6/ARHGEF7/STAM",12
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","16/1437","61/11448",0.262295081967213,2.08959923337554,3.232678694746,0.00282472850401366,0.0395461990561912,0.0336479474860488,"RPS6KA5/FOS/EGR1/EGR3/MAPKAPK2/SGK1/JUNB/FOSB/ID4/FOSL1/JUND/F3/EGR2/MEF2C/TRIB1/CHD4",16
"REACTOME_GAB1_SIGNALOSOME","REACTOME_GAB1_SIGNALOSOME","7/1437","17/11448",0.411764705882353,3.2803635023947,3.56469128640456,0.0029933909171969,0.0414841650342843,0.0352968689757721,"AREG/PXN/GAB1/CSK/EGFR/EGF/PIK3R1",7
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","24/1437","108/11448",0.222222222222222,1.77035490605428,3.04741568131086,0.00344417692087035,0.0468217840185519,0.0398383907293034,"KCNS3/ITPR1/ACSL4/ADCY2/PRKACB/CACNB2/PRKCA/GNG2/PRKAA2/CHRM3/ADCY3/GNB1/FASN/ADCY4/PRKAR1B/ITPR3/ACLY/IQGAP1/CD36/SLC2A1/STK11/KCNB1/GNG7/GNAI2",24
"REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS","REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS","10/1437","31/11448",0.32258064516129,2.5698700249175,3.31591995497049,0.00344679313839194,0.0468217840185519,0.0398383907293034,"CSF1/UBC/STAT3/SHC1/GAB3/CBL/PIK3R1/HCK/SOS1/INPP5D",10
"REACTOME_SIGNALING_BY_RETINOIC_ACID","REACTOME_SIGNALING_BY_RETINOIC_ACID","12/1437","41/11448",0.292682926829268,2.33168694943734,3.23626328352168,0.0035046405166701,0.047140850871288,0.040109869277473,"ALDH1A3/RXRG/ALDH1A2/RARA/RXRB/DHRS3/PPARD/RDH14/DLD/ALDH1A1/DLAT/RXRA",12
"REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY","REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY","8/1437","22/11448",0.363636363636364,2.89694439172519,3.37407183972785,0.00379843826381394,0.0496329266471689,0.0422302559856608,"PLIN2/VIM/UBC/HSP90AB1/EEF1A1/IFT88/LAMP2/PCNT",8
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","8/1437","22/11448",0.363636363636364,2.89694439172519,3.37407183972785,0.00379843826381394,0.0496329266471689,0.0422302559856608,"KCNMB2/ITPR1/PDE5A/KCNMA1/KCNMB4/GUCY1A1/PDE2A/PRKG1",8
"REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING","REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING","8/1437","22/11448",0.363636363636364,2.89694439172519,3.37407183972785,0.00379843826381394,0.0496329266471689,0.0422302559856608,"NRG1/ERBB4/PRKCA/EGFR/SHC1/EGF/SOS1/HRAS",8
