"gene_symbol","ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","in_ECM","in_VEGF","in_IGF","in_NFKB","in_EMT","pathway_count"
"HSD17B14","ENSG00000087076",12.9543045388418,1.03517986414424,0.2363731772611,4.37943034035866,1.18989949271537e-05,0.000617936441103325,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PTPRJ","ENSG00000149177",36.7360671233829,1.06320045804951,0.242928238011852,4.37660301145243,1.20543234949545e-05,0.000623977036575396,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000286808",13.7012781561595,-0.914615482601509,0.209235053848189,-4.37123448380265,1.23546025012234e-05,0.00063356534657055,FALSE,FALSE,FALSE,FALSE,FALSE,0
"VIPR2","ENSG00000106018",49.2374252090896,-0.947528943873146,0.21725364915727,-4.36139483754876,1.29235908637921e-05,0.000660424395739151,FALSE,FALSE,FALSE,FALSE,FALSE,0
"BCAT1","ENSG00000060982",31.2507908945027,0.601134922462771,0.137856738062787,4.36057700849545,1.2971991775552e-05,0.000660786651114503,FALSE,FALSE,FALSE,FALSE,FALSE,0
"AQP4-AS1","ENSG00000260372",17.1703796883431,-1.81353346570865,0.416014521039792,-4.35930327906797,1.30477184560156e-05,0.00066253414826657,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC43A2","ENSG00000167703",12.3591779319123,1.37669045306899,0.316170015768253,4.35427265208502,1.33509455781667e-05,0.000669430641137228,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DDAH1","ENSG00000153904",78.6306926490695,0.755005705496654,0.173629677636966,4.34836783533779,1.37154430966381e-05,0.000681299727735174,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZNF302","ENSG00000089335",60.4538587245001,-0.633682105050636,0.145724687323319,-4.34848834943585,1.37079099167975e-05,0.000681299727735174,FALSE,FALSE,FALSE,FALSE,FALSE,0
"POLI","ENSG00000101751",27.8339903967731,-0.561786145435114,0.129301105705612,-4.34478995650794,1.39408990517704e-05,0.000690355047470798,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HAS1","ENSG00000105509",9.18792227682892,1.69498614234942,0.390242281556986,4.34342003020989,1.40281556731079e-05,0.000690401076896495,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PIP5K1B","ENSG00000107242",30.9608691596142,-0.564237660868022,0.129938000850197,-4.34236064258461,1.40959896248479e-05,0.000691023203491366,FALSE,FALSE,FALSE,FALSE,FALSE,0
"BMP6","ENSG00000153162",18.0562876186783,0.981745749157373,0.226111020705866,4.3418748280937,1.41272014718147e-05,0.000691023203491366,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PIM1","ENSG00000137193",15.5000269621167,0.875529625313493,0.201995698285066,4.33439737948233,1.46159948838443e-05,0.000710586134246472,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GPRC5A","ENSG00000013588",14.9403282056596,1.22291185355534,0.282190979595773,4.33363197968665,1.46669283932536e-05,0.000710901574697247,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CLSTN3","ENSG00000139182",23.7517066371673,0.682405126319004,0.157534097645848,4.33179315790487,1.47899853901979e-05,0.000714700351408504,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000260510",9.33580565364453,-1.29112979872393,0.29852381325233,-4.32504792384046,1.52498705604112e-05,0.000732497536377708,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LMCD1","ENSG00000071282",64.6601842421945,1.22998175280083,0.284857640387087,4.31788226262577,1.57533420493182e-05,0.000752163301727893,FALSE,FALSE,FALSE,FALSE,FALSE,0
"BTBD8","ENSG00000189195",31.7583551381134,-0.535489616485099,0.124204567264666,-4.31135205635418,1.6225932150893e-05,0.000766112564587653,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TSPAN5","ENSG00000168785",34.3725415353369,0.989694862751683,0.229563654194918,4.31120016024555,1.62370840509668e-05,0.000766112564587653,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SAMHD1","ENSG00000101347",140.100935009907,0.582623756987794,0.135339045782183,4.30491994103075,1.67046134575761e-05,0.00078585380074685,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ROR2","ENSG00000169071",102.079153801165,0.599877478537093,0.139379805881365,4.30390525186758,1.6781345422906e-05,0.000787148445863288,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MEDAG","ENSG00000102802",37.3762052969481,0.795290259566395,0.18510958126714,4.29632142281535,1.73655738145575e-05,0.000812170623286101,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000237978",71.1610535592941,-0.922432119928181,0.215129152989601,-4.28780621830817,1.80446404433065e-05,0.000836591373596194,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RIPOR2","ENSG00000111913",6.58432464996966,1.23971346730642,0.289334320877226,4.2847093409028,1.82978247189863e-05,0.000841016397644211,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DSCAML1","ENSG00000177103",43.2251344178971,-0.914822808708897,0.213462081891392,-4.28564549077318,1.8220935367144e-05,0.000841016397644211,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NLRC5","ENSG00000140853",21.7467828631766,1.01243457367891,0.236716775253264,4.27698701368208,1.89439849240898e-05,0.00086327361498808,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RHOU","ENSG00000116574",10.3145880708763,0.877664994060891,0.205514820107574,4.27056790163109,1.94975845711459e-05,0.000883467040270476,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101927040","ENSG00000249328",6.07821877691194,-1.247043236735,0.292117583436615,-4.26897697175285,1.96371538870852e-05,0.000887277617016743,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DNAJC9","ENSG00000213551",30.0926026163535,-0.548375661867293,0.128818273077531,-4.25697107069,2.07215156682985e-05,0.000931013042456276,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TET3","ENSG00000187605",29.4351705895003,0.672971707474298,0.158348328781767,4.24994512194552,2.13822895725506e-05,0.00095267331953467,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZSWIM5","ENSG00000162415",39.8105351835062,-0.570978724982018,0.134398393840873,-4.24840437943071,2.15298506705993e-05,0.000956583226322876,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MME","ENSG00000196549",30.8838305822832,-0.669259614408461,0.157968806969207,-4.23665676312235,2.26872542485058e-05,0.00100521504627382,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LRRC8C","ENSG00000171488",25.3871308291731,0.64139010989208,0.151790038149727,4.2255085887745,2.38401731404022e-05,0.00104750990770127,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000287881",10.980444499141,-0.854394011316903,0.202268125569802,-4.22406649050621,2.39933211706351e-05,0.00104856057957461,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DAPK1","ENSG00000196730",36.5780120570515,1.10916708625346,0.262677379222341,4.2225451218417,2.41559019902603e-05,0.0010499284030821,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ID4","ENSG00000172201",13.9688749651835,1.27657321278231,0.302444027216732,4.22085773863711,2.43374497298812e-05,0.00105495259736978,FALSE,FALSE,FALSE,FALSE,FALSE,0
"C1QTNF7","ENSG00000163145",28.4748445764498,-0.883947780158428,0.209526891480134,-4.21877962257765,2.45628209981667e-05,0.00106184411315048,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ERRFI1","ENSG00000116285",58.8306409818009,0.578257304272413,0.137283140242724,4.21215091124826,2.52950450989239e-05,0.00109055052926493,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PITPNM2","ENSG00000090975",28.85498352598,0.567625310879587,0.135154054497162,4.19983930923438,2.67104476389399e-05,0.00113928962662625,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GOLGA8A","ENSG00000175265",73.6300805150982,0.678298475223102,0.161688309477047,4.19509906076043,2.72752356957163e-05,0.00115720794417237,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PIEZO1","ENSG00000103335",22.3706898801128,0.918158362973566,0.219106603651429,4.19046412875004,2.78384424655878e-05,0.00116564368386669,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HMGCLL1","ENSG00000146151",34.6199789590779,-1.02001046213795,0.243775888056041,-4.18421391168703,2.86154563936102e-05,0.00118576224097356,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MCF2L2","ENSG00000053524",25.5679448859225,-0.787136577027613,0.1882460738115,-4.18142360735667,2.89689582858192e-05,0.00119422290665381,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GTPBP4","ENSG00000107937",29.0108258538669,0.577927221911119,0.138254069795033,4.18018234666016,2.91275433371443e-05,0.00119767366498104,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MIDN","ENSG00000167470",28.5882192208652,0.590688203497563,0.141675862020636,4.16929316732534,3.05545756690383e-05,0.00125312932775966,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NR3C2","ENSG00000151623",105.994532891995,-0.579180876392802,0.13915130668702,-4.16223814337223,3.15143434433434e-05,0.00127937036389918,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101928373","ENSG00000286313",9.19229786073189,-1.7873561918571,0.429615931369657,-4.16035826734552,3.17748755392153e-05,0.00128668135253101,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TJP2","ENSG00000119139",46.9654426862856,0.569799607524354,0.137065634607809,4.15712960549697,3.22271180126586e-05,0.001299654182112,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RCC1","ENSG00000180198",18.9512492944742,1.03243832564467,0.248986715046678,4.1465598895552,3.37507927884451e-05,0.00135299230739644,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000267519",75.4539063341731,0.635188407354477,0.153352226045846,4.14202273897598,3.44256202325756e-05,0.00137659448905012,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RFX2","ENSG00000087903",71.3354665387291,0.553477370157054,0.133686916808179,4.14010124080586,3.47152575950403e-05,0.00138471457664007,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TEAD4","ENSG00000197905",11.9164626292194,1.16498473511719,0.281501760899497,4.13846340212811,3.49639630870534e-05,0.00139116564571497,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MYO1E","ENSG00000157483",83.2620056580114,0.529003894987385,0.127850463712049,4.13767677979514,3.50840121544956e-05,0.00139247834841478,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IL13RA1","ENSG00000131724",23.8928365165524,0.687845598581082,0.166456876780813,4.132275048551,3.59190235519616e-05,0.00141857970793488,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NAA11","ENSG00000156269",8.09613691286438,-2.37707573362757,0.578505356673516,-4.10899519979569,3.97384334892937e-05,0.00155114403079962,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ALDH1A3","ENSG00000184254",19.6306488654581,1.1372264990041,0.277006767501563,4.10541052574712,4.03597480998214e-05,0.00156308515945919,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000237529",2.02519080908545,-2.59868308536774,0.635754732992464,-4.08755601886891,4.35941430957106e-05,0.00167617384330743,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TRABD2B","ENSG00000269113",29.4066214742551,0.807706509558196,0.198233965793858,4.07451117836246,4.61110984954779e-05,0.00175418403854525,FALSE,FALSE,FALSE,FALSE,FALSE,0
"OSR1","ENSG00000143867",6.10141242324446,1.67601614556058,0.413663126658358,4.05164501631974,5.08587882311949e-05,0.00191408545354815,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SPAAR","ENSG00000235387",34.3466533783,-0.515333618382129,0.127260875603492,-4.04942694239949,5.13432026218224e-05,0.00192778057731467,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NEDD9","ENSG00000111859",57.0394349321066,0.612497741224027,0.151406822498505,4.04537742168173,5.22388941134457e-05,0.00195224558725366,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DGKB","ENSG00000136267",27.1294830591407,-0.982303428586182,0.242923405783502,-4.0436755174659,5.26197311768115e-05,0.00195279025562204,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000249307",123.556682579036,-0.771004090064956,0.190623251766187,-4.04464871373953,5.24016370583737e-05,0.00195279025562204,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FMO3","ENSG00000007933",10.1145994138332,-0.920966057249703,0.228055086353716,-4.03834911983183,5.38286989452174e-05,0.00199303249914063,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TMEM144","ENSG00000164124",75.3223787603511,-0.501114687905892,0.12428743842869,-4.0319013268055,5.53274176116571e-05,0.00202972946031756,FALSE,FALSE,FALSE,FALSE,FALSE,0
"EIF4G1","ENSG00000114867",51.134956826848,0.517835802766915,0.128731858216933,4.0225924642079,5.75610452551054e-05,0.0020958473778265,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PRKG1-AS1","ENSG00000236671",5.75882350707963,-1.59405852250905,0.396313775200548,-4.02221326195993,5.76538197088879e-05,0.0020958473778265,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ITPRIP","ENSG00000148841",20.0268202476278,0.631295320412372,0.157016520366564,4.02056623684296,5.80584217069387e-05,0.00210100555475675,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SGO1-AS1","ENSG00000231304",26.2630219567394,-0.550696619011636,0.137119161605682,-4.01619009745183,5.91465525311693e-05,0.00213074123363976,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MERTK","ENSG00000153208",24.10094153521,0.801613402949572,0.199904341273346,4.00998496502614,6.072261425056e-05,0.00217770900210248,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADCY2","ENSG00000078295",14.7865173809225,-0.823745947116598,0.205725831292064,-4.00409584903873,6.2255121579711e-05,0.00221775204825719,FALSE,FALSE,FALSE,FALSE,FALSE,0
"AP2A1","ENSG00000196961",38.796848352061,0.512633489713567,0.128067093753824,4.00285096419047,6.2583728922572e-05,0.00222450387581453,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000239828",18.6531933461831,-0.974626612871406,0.243905025048898,-3.99592674515835,6.44416600042282e-05,0.00228040785789299,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC16A12","ENSG00000152779",47.6870062241494,-1.02782328132342,0.257286584345032,-3.9948576562588,6.47331329785841e-05,0.00228566547901204,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000248458",4.82787175201891,-1.58510825537893,0.397606420523739,-3.98662640631149,6.70194288004412e-05,0.00233545918009381,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC25A25","ENSG00000148339",17.7331198866127,0.685499194502524,0.172190674459328,3.98104715400508,6.86123351501615e-05,0.00237544220936544,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TNNI3K","ENSG00000116783",98.4630250640045,-0.538815301347132,0.135420829286746,-3.9788214574157,6.92577244303758e-05,0.0023926075642848,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DNAH14","ENSG00000185842",21.198098491712,1.02732659232841,0.258518001367764,3.97390737547499,7.07030676158077e-05,0.00243203347637601,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC107985876","ENSG00000230587",35.2008830690077,-0.729509065242065,0.183751916559724,-3.97007595294908,7.18497240112925e-05,0.00246089151083645,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MYADM","ENSG00000179820",40.539482611492,0.543721980337587,0.136950134741584,3.97021865924817,7.18067017456011e-05,0.00246089151083645,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RRP12","ENSG00000052749",26.9025411903988,0.685231421008035,0.172718503667048,3.96733069393055,7.26821099760231e-05,0.0024828569848268,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PCDH9-AS2","ENSG00000228842",30.8957669340803,-1.62866415824919,0.41067479995048,-3.96582443930228,7.31426860280861e-05,0.0024828569848268,FALSE,FALSE,FALSE,FALSE,FALSE,0
"DAW1","ENSG00000123977",3.49435052439811,1.39958398095571,0.352877322957673,3.96620550514544,7.30259052118443e-05,0.0024828569848268,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADAMTS17","ENSG00000140470",56.9780577909813,-0.503267652436661,0.126950754948963,-3.96427459323882,7.3619471887283e-05,0.00248952104193888,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SORCS2","ENSG00000184985",34.6473972363677,0.945873761294659,0.238993897234819,3.95773185942613,7.56648280556663e-05,0.00254791352579028,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000231424",48.6332220524276,-0.662820861620792,0.167713815319752,-3.9520945865855,7.74701057405918e-05,0.00258250861234922,FALSE,FALSE,FALSE,FALSE,FALSE,0
"NTRK1","ENSG00000198400",24.1519949432526,-0.706102297832508,0.17866943340934,-3.95200390105225,7.74994769570258e-05,0.00258250861234922,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PCED1A","ENSG00000132635",32.8964429231381,0.722616761620501,0.182939471068027,3.95003198271952,7.81407510873117e-05,0.0025877045831088,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MECOM-AS1","ENSG00000241479",3.67493259021721,-2.00509109959109,0.508649599778365,-3.94198894575908,8.08087017947325e-05,0.00265407635566067,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MROH2B","ENSG00000171495",3.68952130298771,-2.03493902788999,0.517542832749983,-3.9319238894243,8.4268747740737e-05,0.00275077269410834,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLEKHO2","ENSG00000241839",11.1191798314578,0.866208567223378,0.220411388646504,3.92996284149637,8.4958990000702e-05,0.00276765589625505,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000227028",32.7408569369954,-1.07865494095319,0.275021495190099,-3.92207503710793,8.778964109605e-05,0.00284826634752803,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZNF501","ENSG00000186446",2.65897532435424,-1.68715338163011,0.430375481117646,-3.92018935941408,8.84794190587239e-05,0.00285595680222495,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MBD3","ENSG00000071655",30.8322887912169,0.571556353890373,0.145779247152215,3.92069766483006,8.82929793527132e-05,0.00285595680222495,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PABPC4","ENSG00000090621",37.6574518578753,0.646782757080666,0.165069621930001,3.91824219089167,8.91970616098079e-05,0.00287063782786494,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ZRANB2-DT","ENSG00000229956",41.7441968556637,-0.607114445337491,0.155242319146506,-3.9107535153771,9.20086304168946e-05,0.00294335608703646,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CD200","ENSG00000091972",6.84971843703855,1.09995373111222,0.28124749463646,3.91098143837341,9.19218371036033e-05,0.00294335608703646,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PDE5A","ENSG00000138735",115.290066703579,-0.507589235012486,0.130253908002049,-3.89692134998744,9.74232401093552e-05,0.00307582590659979,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000286639",22.5878316192484,-1.263727539476,0.324303686332412,-3.89674121120127,9.74957008218877e-05,0.00307582590659979,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PLXNA1","ENSG00000114554",17.8863519146986,0.542318405717749,0.139485966263811,3.88797826938416,0.000101082673922371,0.00315784642458656,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RAVER2","ENSG00000162437",26.7766252114459,-0.588539397477383,0.151343835654547,-3.88875698129368,0.000100758945796851,0.00315784642458656,FALSE,FALSE,FALSE,FALSE,FALSE,0
"WT1","ENSG00000184937",6.33078354823506,1.19631115275214,0.307660922927449,3.88840786593573,0.000100903959721745,0.00315784642458656,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SHANK3","ENSG00000251322",12.5792606404473,1.15718733207532,0.297827014542177,3.8854344151895,0.000102147067221586,0.00317250939846461,FALSE,FALSE,FALSE,FALSE,FALSE,0
"THSD7A","ENSG00000005108",37.1528997491437,-0.653347691381985,0.1684427347432,-3.87875257652429,0.000104993476635709,0.00323578161616218,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PDIA5","ENSG00000065485",40.721386264941,0.57122165678096,0.147316269199461,3.87751916258174,0.000105527018250791,0.00324597049407961,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TNFRSF10B","ENSG00000120889",33.6774051263113,0.644045023644177,0.166425100803192,3.86987912602079,0.000108889326937284,0.00333656088958209,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101927179","ENSG00000282917",35.4202435793957,-1.1455903768585,0.296785180399877,-3.85999858657019,0.000113387680924462,0.0034677551747357,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000230910",24.1886067750515,-0.922231130403827,0.23964514852059,-3.84831963466429,0.000118930812889324,0.00361653679118772,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC101927237","ENSG00000250075",29.6513984036515,-0.588280535142307,0.153185447518159,-3.8403160657449,0.000122876007928136,0.00370830518266138,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TNNI3","ENSG00000129991",87.7531136970067,-0.734877539371627,0.191439516723956,-3.83869303447562,0.000123690951336427,0.00372425796993344,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CXXC5","ENSG00000171604",10.3410720676112,0.804205563669597,0.209544437151476,3.83787598755604,0.000124103125850236,0.00372425796993344,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PPARGC1A","ENSG00000109819",41.1421267659892,-0.592375228505516,0.15433206324144,-3.83831600552629,0.000123880989992753,0.00372425796993344,FALSE,FALSE,FALSE,FALSE,FALSE,0
"HTR4","ENSG00000164270",27.5386067897711,-1.17863009556971,0.307555965106949,-3.83224593013454,0.000126978708724823,0.00378922471278648,FALSE,FALSE,FALSE,FALSE,FALSE,0
"MGST3","ENSG00000143198",47.159345991318,-0.57252266907064,0.149822053855825,-3.82135109175304,0.000132722543800441,0.00392635978264701,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC01830","ENSG00000228999",3.6149430522024,-1.45246860627653,0.380774743773421,-3.81450878774886,0.000136454081555158,0.00401210116631389,FALSE,FALSE,FALSE,FALSE,FALSE,0
"RAB20","ENSG00000139832",8.3012152717087,1.02947047396027,0.270246109426358,3.80938129376029,0.000139314973058327,0.00407375318842402,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC02798","ENSG00000227082",13.3645617329419,1.23893203918843,0.325430153968605,3.80705974563118,0.000140628780617849,0.00410466668974907,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FGF1","ENSG00000113578",14.4414690187435,0.890645547057475,0.234011301388269,3.805993735233,0.000141235957414286,0.00411488003431969,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CEP170B","ENSG00000099814",6.70267042887715,1.09911233339393,0.288820385654091,3.80552200602034,0.000141505431623039,0.00411523523420092,FALSE,FALSE,FALSE,FALSE,FALSE,0
"UCK2","ENSG00000143179",23.6704761061903,0.680445030860652,0.178830517020721,3.80497155740935,0.000141820486288133,0.00411691230159472,FALSE,FALSE,FALSE,FALSE,FALSE,0
"WNK2","ENSG00000165238",19.8092944874548,-0.548137009464778,0.144447395024927,-3.79471716585949,0.000147811857345374,0.00425991109592658,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000263050",2.64407930438788,2.33991722398805,0.617254132511851,3.79084902107663,0.000150133199380755,0.00431127562674178,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LOC100506532","ENSG00000228877",5.02856656494844,-1.29929683925974,0.342897662954167,-3.78916796360145,0.000151152693312518,0.00432936790053782,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ANGPTL1","ENSG00000116194",22.6870199836176,-0.905362385615544,0.239040581078754,-3.78748403944544,0.000152180457173779,0.00434031814482869,FALSE,FALSE,FALSE,FALSE,FALSE,0
"EPS8L2","ENSG00000177106",6.04398346005071,1.05955610439659,0.28018839914577,3.78158448967527,0.000155833313748768,0.00442727149806667,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PTCHD4","ENSG00000244694",13.2468012872019,0.638088079905566,0.1689794984544,3.77612719733428,0.000159285671558957,0.00449751695529325,FALSE,FALSE,FALSE,FALSE,FALSE,0
"GRXCR2","ENSG00000204928",7.29954517905013,-1.99993023244248,0.53014926502326,-3.77239084233142,0.000161690711700629,0.00455324460149923,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ERCC6L2-AS1","ENSG00000175611",32.2584191182021,-0.52534219632026,0.139382551064439,-3.76906716305819,0.000163858795615212,0.00459810778221984,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CSRNP1","ENSG00000144655",16.4562671998642,0.898482272814801,0.238584505286737,3.76588694112798,0.0001659588826753,0.00464296010436581,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SPATA20","ENSG00000006282",6.90826468325164,1.00885671827396,0.26849838404609,3.75740331495172,0.0001716856677214,0.00475929333657502,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CDK10","ENSG00000185324",23.3897900031554,0.538897563259027,0.143415916956259,3.75758545282938,0.000171560788643553,0.00475929333657502,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SH3TC1","ENSG00000125089",3.4519164677385,2.09897750588388,0.55855497245787,3.75787095162276,0.0001713652141882,0.00475929333657502,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000265643",5.01086913100387,-1.53368411615608,0.408928565366912,-3.75049396409854,0.000176486553625611,0.00485869608475326,FALSE,FALSE,FALSE,FALSE,FALSE,0
"SLC16A10","ENSG00000112394",29.2353944931229,1.26155051570309,0.336441636664337,3.74968606207834,0.000177056087075965,0.00486600019378016,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000253116",25.6209844474392,-1.25832547951717,0.335742542061637,-3.74788810435039,0.000178329772761537,0.0048911945549472,FALSE,FALSE,FALSE,FALSE,FALSE,0
"TMEM255B","ENSG00000184497",3.77524586287667,2.44262073446664,0.651996913145717,3.74636855668784,0.0001794129434021,0.00490548723028476,FALSE,FALSE,FALSE,FALSE,FALSE,0
"LINC01169","ENSG00000259471",8.78831984312979,0.994829282422644,0.266277333253457,3.73606446432191,0.000186922767672013,0.00506750791341329,FALSE,FALSE,FALSE,FALSE,FALSE,0
"FRK","ENSG00000111816",19.4125371967489,-0.646620407938098,0.173771701762045,-3.72109153205826,0.000198363517816074,0.00534145533243788,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PPP1R1C","ENSG00000150722",21.9842073286663,-0.829337888137974,0.22290311633304,-3.72062042819921,0.000198733945414556,0.00534243606202659,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000230333",91.0065747605435,-0.558892678567213,0.150382454133846,-3.71647531479822,0.000202021368891266,0.00541261607272329,FALSE,FALSE,FALSE,FALSE,FALSE,0
"IKZF2","ENSG00000030419",22.8614265963749,-0.559410103288443,0.150512084785597,-3.71671221008809,0.000201832122923178,0.00541261607272329,FALSE,FALSE,FALSE,FALSE,FALSE,0
"PPARG","ENSG00000132170",41.7632574883385,0.527966967006908,0.14230248496238,3.71017390979845,0.00020711692022367,0.00552139189829601,FALSE,FALSE,FALSE,FALSE,FALSE,0
"ADH1B","ENSG00000196616",91.3533538356583,-0.940920472119532,0.254165626222847,-3.7019973396975,0.000213908861700056,0.00568350870912359,FALSE,FALSE,FALSE,FALSE,FALSE,0
NA,"ENSG00000264031",44.3565773614199,-0.683659332248391,0.184745017003792,-3.700556276624,0.000215127362324539,0.00568758989559219,FALSE,FALSE,FALSE,FALSE,FALSE,0
"INTS11","ENSG00000127054",19.2946106918278,0.591446449034978,0.159888218925111,3.69912463226575,0.000216344350381329,0.00571027703688012,FALSE,FALSE,FALSE,FALSE,FALSE,0
